2017-11-23T14:07:00.363+0100 I NETWORK  [conn48] received client metadata from 127.0.0.1:51428 conn48: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows ", architecture: "AMD64", version: "10.0.14393-" }, platform: "CPython 3.5.0.final.0" }
2017-11-23T14:07:02.696+0100 I NETWORK  [thread1] connection accepted from 127.0.0.1:51434 #49 (3 connections now open)
2017-11-23T14:07:02.697+0100 I NETWORK  [conn49] received client metadata from 127.0.0.1:51434 conn49: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows ", architecture: "AMD64", version: "10.0.14393-" }, platform: "CPython 3.5.0.final.0" }
2017-11-23T14:08:09.491+0100 I -        [conn48] end connection 127.0.0.1:51428 (3 connections now open)
2017-11-23T14:08:09.491+0100 I -        [conn49] end connection 127.0.0.1:51434 (3 connections now open)
2017-11-23T14:08:09.748+0100 I NETWORK  [thread1] connection accepted from 127.0.0.1:51513 #50 (2 connections now open)
2017-11-23T14:08:09.748+0100 I NETWORK  [conn50] received client metadata from 127.0.0.1:51513 conn50: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows ", architecture: "AMD64", version: "10.0.14393-" }, platform: "CPython 3.5.0.final.0" }
2017-11-23T14:08:12.829+0100 I NETWORK  [thread1] connection accepted from 127.0.0.1:51518 #51 (3 connections now open)
2017-11-23T14:08:12.830+0100 I NETWORK  [conn51] received client metadata from 127.0.0.1:51518 conn51: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows ", architecture: "AMD64", version: "10.0.14393-" }, platform: "CPython 3.5.0.final.0" }
2017-11-23T14:08:39.811+0100 I -        [conn50] end connection 127.0.0.1:51513 (3 connections now open)
2017-11-23T14:08:39.811+0100 I -        [conn51] end connection 127.0.0.1:51518 (3 connections now open)
2017-11-23T14:08:40.068+0100 I NETWORK  [thread1] connection accepted from 127.0.0.1:51553 #52 (2 connections now open)
2017-11-23T14:08:40.068+0100 I NETWORK  [conn52] received client metadata from 127.0.0.1:51553 conn52: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows ", architecture: "AMD64", version: "10.0.14393-" }, platform: "CPython 3.5.0.final.0" }
2017-11-23T14:08:42.475+0100 I NETWORK  [thread1] connection accepted from 127.0.0.1:51557 #53 (3 connections now open)
2017-11-23T14:08:42.475+0100 I NETWORK  [conn53] received client metadata from 127.0.0.1:51557 conn53: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows ", architecture: "AMD64", version: "10.0.14393-" }, platform: "CPython 3.5.0.final.0" }
2017-11-23T14:09:12.667+0100 I -        [conn52] end connection 127.0.0.1:51553 (3 connections now open)
2017-11-23T14:09:12.668+0100 I -        [conn53] end connection 127.0.0.1:51557 (3 connections now open)
2017-11-23T14:09:12.927+0100 I NETWORK  [thread1] connection accepted from 127.0.0.1:51594 #54 (2 connections now open)
2017-11-23T14:09:12.927+0100 I NETWORK  [conn54] received client metadata from 127.0.0.1:51594 conn54: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows ", architecture: "AMD64", version: "10.0.14393-" }, platform: "CPython 3.5.0.final.0" }
2017-11-23T14:09:15.709+0100 I NETWORK  [thread1] connection accepted from 127.0.0.1:51598 #55 (3 connections now open)
2017-11-23T14:09:15.709+0100 I NETWORK  [conn55] received client metadata from 127.0.0.1:51598 conn55: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows ", architecture: "AMD64", version: "10.0.14393-" }, platform: "CPython 3.5.0.final.0" }
2017-11-23T14:09:55.030+0100 I -        [conn54] end connection 127.0.0.1:51594 (3 connections now open)
2017-11-23T14:09:55.030+0100 I -        [conn55] end connection 127.0.0.1:51598 (3 connections now open)
2017-11-23T14:09:55.285+0100 I NETWORK  [thread1] connection accepted from 127.0.0.1:51644 #56 (2 connections now open)
2017-11-23T14:09:55.286+0100 I NETWORK  [conn56] received client metadata from 127.0.0.1:51644 conn56: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows ", architecture: "AMD64", version: "10.0.14393-" }, platform: "CPython 3.5.0.final.0" }
2017-11-23T14:09:58.284+0100 I NETWORK  [thread1] connection accepted from 127.0.0.1:51650 #57 (3 connections now open)
2017-11-23T14:09:58.284+0100 I NETWORK  [conn57] received client metadata from 127.0.0.1:51650 conn57: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows ", architecture: "AMD64", version: "10.0.14393-" }, platform: "CPython 3.5.0.final.0" }
2017-11-23T14:10:19.872+0100 I -        [conn57] end connection 127.0.0.1:51650 (3 connections now open)
2017-11-23T14:10:19.872+0100 I -        [conn56] end connection 127.0.0.1:51644 (3 connections now open)
2017-11-23T14:10:20.133+0100 I NETWORK  [thread1] connection accepted from 127.0.0.1:51675 #58 (2 connections now open)
2017-11-23T14:10:20.133+0100 I NETWORK  [conn58] received client metadata from 127.0.0.1:51675 conn58: { driver: { name: "PyMongo", version: "3.5.1" }, os: { type: "Windows", name: "Windows ", architecture: "AMD64", version: "10.0.14393-" }, platform: "CPython 3.5.0.final.0" }
2017-11-23T14:10:22.754+0100 I NETWORK  [thread1] connection accepted from 127.0.0.1:51680 #59 (3 connections now open)
